"SiteSubsitePlot","SITE","SUBSITE","PLOT","MOISTURE","LAT","LONG","ELEV","SurveyedArea","AlpArc","lat_grid","lon_grid","gridcell","Region","TempAvSum","PrecipAnn","FRic_slopes","FEve_slopes","SR_slopes","FDis_slopes","ShrubCover_slopes","GraminoidCover_slopes","ForbCover_slopes","WarmQSlope","PrecSlope"
"ABISKO:ABISKOWET_FLUX:6_CTL","ABISKO","ABISKOWET_FLUX","6_CTL",NA,68.20462,18.49582,400,0.0484,"Arctic",68,18,"68_18","Eurasia",8.9,635,-0.180772729614251,0.0154355450517365,0.109890109890103,-0.0185737566558174,0.0455321706403187,-0.72542945654215,0.679897285901814,0.0301588213410369,10.1521008403362
"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl1","ABISKO","ABISKOWET_MULTE","Abisko_wetheathControl1","WET",68.20462,18.49582,420,0.25,"Arctic",68,18,"68_18","Eurasia",8.9,635,0.0346655660493173,-0.0164978020117197,-0.0666666666666652,-0.00366377852778325,-0.881236769871813,0.644206024179361,0.23703074569246,0.0301588213410369,10.1521008403362
"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl2","ABISKO","ABISKOWET_MULTE","Abisko_wetheathControl2","WET",68.20462,18.49582,420,0.25,"Arctic",68,18,"68_18","Eurasia",8.9,635,-0.455757046627187,-0.0244567567278939,-0.13333333333333,0.0248859517450862,0.943564991193322,-1.36708161381202,0.423516622618701,0.0301588213410369,10.1521008403362
"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl3","ABISKO","ABISKOWET_MULTE","Abisko_wetheathControl3","WET",68.20462,18.49582,420,0.25,"Arctic",68,18,"68_18","Eurasia",8.9,635,-0.381523109328578,0.0150897983646722,-0.117948717948716,-0.0181232853080701,0.863833056112374,-0.935434532798049,0.0716014766856711,0.0301588213410369,10.1521008403362
"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5","ABISKO","ABISKOWET_MULTE","Abisko_wetheathControl5","WET",68.20462,18.49582,420,0.25,"Arctic",68,18,"68_18","Eurasia",8.9,635,0.310735398339139,0.0124426892461334,0.0666666666666652,-0.0638924363514307,2.0576105063665,-2.2325925276832,0.174982021316714,0.0301588213410369,10.1521008403362
"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6","ABISKO","ABISKOWET_MULTE","Abisko_wetheathControl6","WET",68.20462,18.49582,420,0.25,"Arctic",68,18,"68_18","Eurasia",8.9,635,-0.579103437750006,0.0097957463268015,-0.38095238095238,-0.0103377872333821,1.15398126124156,-1.0747570249632,-0.0792242362783617,0.0301588213410369,10.1521008403362
"ABISKO:PEATLAND:AA1","ABISKO","PEATLAND","AA1","MOIST",68.358087,18.812886,340,0.25,"Arctic",68,18.5,"68_18.5","Eurasia",12.3,406,-0.107311886769034,0.0106691681207648,-0.0111940298507473,0.000404688711358967,0.00347356601816533,-0.0247345959484531,0.0212610299302884,0.028655407475491,9.39691876750709
"ABISKO:PEATLAND:AA2","ABISKO","PEATLAND","AA2","MOIST",68.358087,18.812886,340,0.25,"Arctic",68,18.5,"68_18.5","Eurasia",12.3,406,0.0725916885867023,-0.0062870221554206,0.055813953488374,0.0103669681430219,-0.495505817522189,0.107811180494085,0.387694637028105,0.028655407475491,9.39691876750709
"ABISKO:PEATLAND:AA3","ABISKO","PEATLAND","AA3","MOIST",68.358087,18.812886,340,0.25,"Arctic",68,18.5,"68_18.5","Eurasia",12.3,406,-0.0672742340455419,0.0101119748164981,0.079069767441868,-0.00607986601169438,-0.38950424369424,0.231718529312581,0.15778571438166,0.028655407475491,9.39691876750709
"ABISKO:PEATLAND:AA4","ABISKO","PEATLAND","AA4","MOIST",68.358087,18.812886,340,0.25,"Arctic",68,18.5,"68_18.5","Eurasia",12.3,406,0.149432279926033,-0.0144586497489086,-0.0431034482758617,0.0851812608328068,-1.39055955936424,-0.1108888673966,1.50144842676084,0.028655407475491,9.39691876750709
"ABISKO:PEATLAND:AA5","ABISKO","PEATLAND","AA5","MOIST",68.358087,18.812886,340,0.25,"Arctic",68,18.5,"68_18.5","Eurasia",12.3,406,0.129449433676616,-0.0327099404970903,0.176744186046524,-0.0201297794722264,-0.310144434705376,-0.071032055156427,0.381176489861807,0.028655407475491,9.39691876750709
"ABISKO:lower_forest:ALFc1","ABISKO","lower_forest","ALFc1",NA,68.3284,18.8356,523,1,"Arctic",68,18.5,"68_18.5","Eurasia",11.4,462,0,0.00794382667710288,0,-0.0561919698058856,2.42897327707444,-2.42897327707445,0,0.0277590147387085,10.7025210084035
"ABISKO:lower_forest:ALFc2","ABISKO","lower_forest","ALFc2",NA,68.3284,18.8356,523,1,"Arctic",68,18.5,"68_18.5","Eurasia",11.4,462,-0.58740692885723,0.00222381463232962,-0.199999999999992,-0.072550449085177,1.75806451612896,-1.75806451612896,0,0.0277590147387085,10.7025210084035
"ABISKO:lower_forest:ALFc3","ABISKO","lower_forest","ALFc3",NA,68.3284,18.8356,523,1,"Arctic",68,18.5,"68_18.5","Eurasia",11.4,462,-0.74455837487973,0.0274441395833177,-0.0999999999999959,-0.00309530359922584,2.41447368421044,-1.61842105263151,-0.796052631578915,0.0277590147387085,10.7025210084035
"ABISKO:lower_forest:ALFc4","ABISKO","lower_forest","ALFc4",NA,68.3284,18.8356,523,1,"Arctic",68,18.5,"68_18.5","Eurasia",11.4,462,-0.88693927484212,0.0124532825946145,-0.299999999999988,0.0316091798558917,4.58951762523173,-3.97727272727257,-0.612244897959159,0.0277590147387085,10.7025210084035
"ABISKO:lower_forest:ALFc5","ABISKO","lower_forest","ALFc5",NA,68.3284,18.8356,523,1,"Arctic",68,18.5,"68_18.5","Eurasia",11.4,462,-2.39612888464252,0.0150768791409128,-0.799999999999968,0.00113994753986099,5.08691873098632,-4.70230334637095,-0.384615384615369,0.0277590147387085,10.7025210084035
"ABISKO:lower_tundra:ALTc2","ABISKO","lower_tundra","ALTc2",NA,68.3244,18.8417,545,1,"Arctic",68,18.5,"68_18.5","Eurasia",11.2,455,0.358746754516317,-0.00916460448400943,0.199999999999992,0.0865649413581155,-0.555555555555535,0,0.555555555555534,0.0279458814775913,10.3529411764707
"ABISKO:lower_tundra:ALTc5","ABISKO","lower_tundra","ALTc5",NA,68.3244,18.8417,545,1,"Arctic",68,18.5,"68_18.5","Eurasia",11.2,455,NA,0.0164945650217018,0.199999999999992,-0.0125761979576855,-0.249999999999994,0.24999999999999,0,0.0279458814775913,10.3529411764707
"ABISKO:upper_forest:AUFc1","ABISKO","upper_forest","AUFc1",NA,68.3145,18.858,600,1,"Arctic",68,18.5,"68_18.5","Eurasia",10.8,450,0.430899642601677,-0.00747726436079268,0.0999999999999962,-0.0139326561358174,-1.89100150602402,1.73475150602403,0.156249999999994,0.0289449090182951,10.1207282913166
"ABISKO:upper_forest:AUFc3","ABISKO","upper_forest","AUFc3",NA,68.3145,18.858,600,1,"Arctic",68,18.5,"68_18.5","Eurasia",10.8,450,1.36690475655229,-0.0109372650854302,0.49999999999998,-0.0585609114191826,2.09427315974863,-3.03954679158938,0.945273631840758,0.0289449090182951,10.1207282913166
"ABISKO:upper_forest:AUFc4","ABISKO","upper_forest","AUFc4",NA,68.3145,18.858,600,1,"Arctic",68,18.5,"68_18.5","Eurasia",10.8,450,1.26955539400277,-0.0246258341061347,0.49999999999998,-0.0423710047137182,-0.271552668077959,1.14898897729757,-0.87743630921961,0.0289449090182951,10.1207282913166
"ABISKO:upper_forest:AUFc5","ABISKO","upper_forest","AUFc5",NA,68.3145,18.858,600,1,"Arctic",68,18.5,"68_18.5","Eurasia",10.8,450,2.04994307687592,-0.0175352250046427,0.49999999999998,0.00746445342251173,-3.88553307157942,3.15690123829646,0.728631833282967,0.0289449090182951,10.1207282913166
"ABISKO:upper_tundra:AUTc2","ABISKO","upper_tundra","AUTc2",NA,68.3133,18.863,616,1,"Arctic",68,18.5,"68_18.5","Eurasia",10.8,450,0.284365199909581,-0.0138971021720483,0.0999999999999962,0.0354681138556066,-0.173913043478253,0.173913043478254,0,0.0283941359747027,10.0994397759104
"ABISKO:upper_tundra:AUTc5","ABISKO","upper_tundra","AUTc5",NA,68.3133,18.863,616,1,"Arctic",68,18.5,"68_18.5","Eurasia",10.8,450,0.971038808208022,-0.00329652425338937,0.199999999999992,0.0422360850857633,-0.181286549707591,-0.318713450292385,0.49999999999998,0.0283941359747027,10.0994397759104
"ALEXFIORD:CASSIOPE:Cas.c.c.10new","ALEXFIORD","CASSIOPE","Cas.c.c.10new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.177106971350996,-0.00694492346175287,0.109779482262703,0.00354735818276104,-0.633887431148432,0.28117507028795,0.352712360860482,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.11new","ALEXFIORD","CASSIOPE","Cas.c.c.11new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.349313535805798,0.000138277952705558,0.105465742879137,0.00868188795015166,-1.14296668382619,0.86342034436934,0.279546339456843,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.12","ALEXFIORD","CASSIOPE","Cas.c.c.12","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.336387120329207,0.000219984389160601,0.108888888888889,0.0263635946257041,-1.08471538040504,0.500191570881225,0.58452380952381,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.12new","ALEXFIORD","CASSIOPE","Cas.c.c.12new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.00688715811270692,0.000861292062596035,-0.00860215053763438,-0.000742084655985159,-0.216958572285216,0.268825888126514,-0.0518673158412936,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.13","ALEXFIORD","CASSIOPE","Cas.c.c.13","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.0504135769862888,0.00275979785747695,0.00666666666666667,0.00199520465521708,-0.480109295898769,0.142670581267073,0.337438714631696,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.13new","ALEXFIORD","CASSIOPE","Cas.c.c.13new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.000144416693213464,0.00191094889906704,0.0261739799846035,0.013677693242817,-0.444505250459659,0.0787778140549494,0.36572743640471,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.14new","ALEXFIORD","CASSIOPE","Cas.c.c.14new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.0027216796632105,0.00267431682216103,-0.0203836930455634,-0.0100695570169446,0.432527770657261,-0.489130839850256,0.0566030691929973,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.15new","ALEXFIORD","CASSIOPE","Cas.c.c.15new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.279783146781899,-0.00509071392678643,-0.0867689357622231,-0.00817179552986342,0.257559104833616,-0.2350162523677,-0.0225428524659148,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.16","ALEXFIORD","CASSIOPE","Cas.c.c.16","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-1.03869195730941,0.00908677114022354,-0.243523316062183,-0.0231679911543848,1.11842599289396,-0.311878762009792,-0.806547230884172,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.16new","ALEXFIORD","CASSIOPE","Cas.c.c.16new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.21572199213863,0.00284552714200082,0.0527325023969324,0.0115692430998613,-0.21601865418587,0.243320615771612,-0.0273019615857407,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.17new","ALEXFIORD","CASSIOPE","Cas.c.c.17new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.388789018575963,-0.00260130756558892,-0.162511984659634,-0.0260558812958769,0.572144862365782,-0.233906526208204,-0.338238336157577,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.18new","ALEXFIORD","CASSIOPE","Cas.c.c.18new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.204213507848127,-0.00767866197783587,-0.0436241610738257,-0.0126969946585519,0.628999671516493,-0.583348440295271,-0.0456512312212213,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.1new","ALEXFIORD","CASSIOPE","Cas.c.c.1new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.48729441567874,0.0202646726616315,-0.102222222222222,-0.0123822695410832,-0.823942620526472,1.0998040520556,-0.275861431529133,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.2","ALEXFIORD","CASSIOPE","Cas.c.c.2","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0,0.0241427031974504,-0.25641025641028,0.0227235880715557,0.309393974552381,-0.199172371118106,-0.110221603434285,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.2new","ALEXFIORD","CASSIOPE","Cas.c.c.2new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.124455062732072,-0.00474035802408827,-0.0594439117929051,-0.0336777137341425,0.260387386325006,-0.173248050271336,-0.0871393360536688,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.3new","ALEXFIORD","CASSIOPE","Cas.c.c.3new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.36325884987925,0.00679259218318059,0.0540540540540544,-0.0130259907194069,-0.15177339501664,0,0.151773395016639,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.4","ALEXFIORD","CASSIOPE","Cas.c.c.4","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.116804100728708,-0.00834842216640793,-0.0488888888888889,-0.0120861795323208,0.33659757985339,-0.0374876974876973,-0.299109882365695,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.4new","ALEXFIORD","CASSIOPE","Cas.c.c.4new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.493988724687121,0.00333246697866959,-0.120938628158853,0.00232370435585963,0.259428445683728,0.0754991213248809,-0.334927567008614,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.5new","ALEXFIORD","CASSIOPE","Cas.c.c.5new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.295878990947068,0.00142202768208656,0.0752688172043011,-0.00388801547923114,-0.0682678007156185,-0.0804084627614058,0.148676263477023,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.6new","ALEXFIORD","CASSIOPE","Cas.c.c.6new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.00774141039417019,-0.0016364160014471,0.0206136145733452,-0.00951302094804085,-0.226729444754727,0.190965583029049,0.0357638617256748,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.7new","ALEXFIORD","CASSIOPE","Cas.c.c.7new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.0118114099960988,0.00359339579754766,-0.0196548418024928,-0.0102950673435496,0.0855888547082479,-0.129339945272256,0.0437510905640084,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.8new","ALEXFIORD","CASSIOPE","Cas.c.c.8new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.136561305423353,0.00905203029623882,0.0222222222222222,0.0174676831466739,-0.356825396825392,0.163809523809524,0.193015873015873,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.9","ALEXFIORD","CASSIOPE","Cas.c.c.9","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.314534757522957,-0.00459446518265129,-0.0622222222222223,-0.00968829088896895,0.177677677677673,0.0957624290957623,-0.27344010677344,0.0436227049413513,-0.509243697478998
"ALEXFIORD:CASSIOPE:Cas.c.c.9new","ALEXFIORD","CASSIOPE","Cas.c.c.9new","MOIST",78.87448,-75.78341,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.551155832264675,-0.00638637162027327,0.121632024634334,0.0106642259534836,-0.367336701189217,-0.118413591747283,0.485750292936496,0.0436227049413513,-0.509243697478998
"ALEXFIORD:DOMEDOLOMITE:Dom.c.1d","ALEXFIORD","DOMEDOLOMITE","Dom.c.1d","DRY",78.86221,-75.90053,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,0,NA,-3.43450079800605e-15,0,0,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEDOLOMITE:Dom.c.2d","ALEXFIORD","DOMEDOLOMITE","Dom.c.2d","DRY",78.86221,-75.90053,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,0.00685492246360508,-0.0813953488372138,-0.0818779536574443,2.13870431893695,0,-2.13870431893695,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEDOLOMITE:Dom.c.3d","ALEXFIORD","DOMEDOLOMITE","Dom.c.3d","DRY",78.86221,-75.90053,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,0.0697674418604663,-0.0691473467997045,-3.43450079800605e-15,0,0,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEDOLOMITE:Dom.c.4d","ALEXFIORD","DOMEDOLOMITE","Dom.c.4d","DRY",78.86221,-75.90053,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,0,NA,6.97674418604663,0,-6.97674418604663,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEDOLOMITE:Dom.c.5d","ALEXFIORD","DOMEDOLOMITE","Dom.c.5d","DRY",78.86221,-75.90053,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,1.25607396694689e-16,0.0466690475583071,-0.999999999999896,0,0.999999999999896,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEGRANITE:Dom.c.1g","ALEXFIORD","DOMEGRANITE","Dom.c.1g","DRY",78.86192,-75.90385,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,-0.104651162790709,0.199021490488507,1.6100178890878,-0.0894454382826726,-1.52057245080513,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEGRANITE:Dom.c.2g","ALEXFIORD","DOMEGRANITE","Dom.c.2g","DRY",78.86192,-75.90385,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,2.41552685951339e-17,NA,0,0,0,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEGRANITE:Dom.c.3g","ALEXFIORD","DOMEGRANITE","Dom.c.3g","DRY",78.86192,-75.90385,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,-0.15116279069768,-0.228810179883898,2.78239202657816,-1.03820598006651,-1.74418604651166,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEGRANITE:Dom.c.4g","ALEXFIORD","DOMEGRANITE","Dom.c.4g","DRY",78.86192,-75.90385,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,-0.0813953488372138,-0.228159788062835,4.65116279069806,-0.155038759689965,-4.49612403100809,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DOMEGRANITE:Dom.c.5g","ALEXFIORD","DOMEGRANITE","Dom.c.5g","DRY",78.86192,-75.90385,540,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",1.2,152,NA,NA,-0.124999999999999,NA,0.480769230769224,0,-0.480769230769227,0.0427452211353295,-0.6983193277311
"ALEXFIORD:DRYAS:Dry.c.10","ALEXFIORD","DRYAS","Dry.c.10","MOIST",78.8719,-75.7826,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.209230849841907,0.00480053400298957,-0.0647268408551067,0.0156849541994409,-0.654408717379902,0.826285372945754,-0.171876655565853,0.0436227049413513,-0.509243697478998
"ALEXFIORD:DRYAS:Dry.c.1","ALEXFIORD","DRYAS","Dry.c.1","MOIST",78.8719,-75.7826,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.382261826253755,-0.0107080823160382,0.15302782324059,0.00983558385845089,-0.589586069100472,0.871080704727385,-0.281494635626914,0.0436227049413513,-0.509243697478998
"ALEXFIORD:DRYAS:Dry.c.2","ALEXFIORD","DRYAS","Dry.c.2","MOIST",78.8719,-75.7826,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.207318707496106,-0.00110981074572945,0.0921820303383901,-0.00139534343120259,-0.320690131305679,0.236388093293248,0.0843020380124322,0.0436227049413513,-0.509243697478998
"ALEXFIORD:DRYAS:Dry.c.3","ALEXFIORD","DRYAS","Dry.c.3","MOIST",78.8719,-75.7826,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.118510094725659,-0.00133297471112841,0.0106382978723406,-0.00226592054397367,0.108437887495736,-0.126810288876292,0.0183724013805568,0.0436227049413513,-0.509243697478998
"ALEXFIORD:DRYAS:Dry.c.4","ALEXFIORD","DRYAS","Dry.c.4","MOIST",78.8719,-75.7826,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,0.212166872728521,0.00400479350872849,0.0712468193384223,0.00632506866230443,-0.525593908880368,0.477004449422259,0.0485894594581064,0.0436227049413513,-0.509243697478998
"ALEXFIORD:DRYAS:Dry.c.5","ALEXFIORD","DRYAS","Dry.c.5","MOIST",78.8719,-75.7826,30,1,"Arctic",78.5,-75.5,"78.5_-75.5","North America-East",3.5,130,-0.00315462918851782,-0.00257478958367591,-0.0231591448931114,-0.00624782156199653,-0.670037593775906,0.790679726461447,-0.120642132685536,0.0436227049413513,-0.509243697478998
