"row_ID","SiteSubsitePlotYear","SiteSubsitePlot","SiteSubsite","SITE","SUBSITE","PLOT","YEAR","YEAR_earliest","YEAR_latest","Repeats","ValueType","Method","SurveyedArea","LAT","LONG","lat_grid","lon_grid","gridcell","Region","FRic","FEve","SR","FDis","qual.FRic","AlpArc","AZONE","ELEV","MOISTURE","TempSeas","TempMaxSum","TempMinWin","TempAvSum","TempAvWin","PrecipAnn","PrecipSeas","SnowAnn","permafrost","EShrubCover","DShrubCover","GraminoidCover","ForbCover","PlotDominatingFG"
49,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl4:2007","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl4","ABISKO:ABISKOWET_MULTE","ABISKO","ABISKOWET_MULTE","Abisko_wetheathControl4",2007,2005,2007,2,"pf_all_plot","Point-framing (sum)",0.25,68.20462,18.49582,68,18,"68_18","Eurasia",20.2173862720872,0.651142544920039,10,2.19550553588953,0.835585259596699,"Arctic","LOW",420,"WET",8522,13.2,-17.1,8.9,-13.9,635,30,438,"none",49.6644295302013,30.2013422818792,18.1208053691275,2.01342281879195,"None"
53,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5:2008","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl5","ABISKO:ABISKOWET_MULTE","ABISKO","ABISKOWET_MULTE","Abisko_wetheathControl5",2008,1999,2008,4,"pf_all_plot","Point-framing (sum)",0.25,68.20462,18.49582,68,18,"68_18","Eurasia",21.1878398671269,0.470802676764956,10,1.71467243373006,0.893149418315177,"Arctic","LOW",420,"WET",8522,13.2,-17.1,8.9,-13.9,635,30,438,"none",52.6315789473684,37.8947368421053,5.26315789473684,4.21052631578947,"Evergreen_Shrub-Dominated"
56,"ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6:2008","ABISKO:ABISKOWET_MULTE:Abisko_wetheathControl6","ABISKO:ABISKOWET_MULTE","ABISKO","ABISKOWET_MULTE","Abisko_wetheathControl6",2008,1999,2008,3,"pf_all_plot","Point-framing (sum)",0.25,68.20462,18.49582,68,18,"68_18","Eurasia",24.0041952927378,0.735347902787494,10,2.96172543394839,0.771535001549808,"Arctic","LOW",420,"WET",8522,13.2,-17.1,8.9,-13.9,635,30,438,"none",39.2156862745098,29.4117647058824,31.3725490196078,0,"None"
61,"ABISKO:PEATLAND:AA1:2013","ABISKO:PEATLAND:AA1","ABISKO:PEATLAND","ABISKO","PEATLAND","AA1",2013,2000,2013,5,"pf_all_plot","Point-framing (sum)",0.25,68.358087,18.812886,68,18.5,"68_18.5","Eurasia",18.134957950015,0.584663634876508,8,1.98398380296384,0.881920548300774,"Arctic","LOW",340,"MOIST",8698,16.5,-14.2,12.3,-11,406,29,273,"none",72.3905723905724,20.2020202020202,1.34680134680135,6.06060606060606,"Evergreen_Shrub-Dominated"
67,"ABISKO:PEATLAND:AA2:2013","ABISKO:PEATLAND:AA2","ABISKO:PEATLAND","ABISKO","PEATLAND","AA2",2013,2000,2013,6,"pf_all_plot","Point-framing (sum)",0.25,68.358087,18.812886,68,18.5,"68_18.5","Eurasia",18.2253163979487,0.410590838264068,8,2.09470861868465,0.826030900896309,"Arctic","LOW",340,"MOIST",8698,16.5,-14.2,12.3,-11,406,29,273,"none",74.7747747747748,4.05405405405405,5.40540540540541,15.7657657657658,"Evergreen_Shrub-Dominated"
73,"ABISKO:PEATLAND:AA3:2013","ABISKO:PEATLAND:AA3","ABISKO:PEATLAND","ABISKO","PEATLAND","AA3",2013,2000,2013,6,"pf_all_plot","Point-framing (sum)",0.25,68.358087,18.812886,68,18.5,"68_18.5","Eurasia",18.8118103502938,0.385345218695066,9,2.0598408771095,0.815293429290147,"Arctic","LOW",340,"MOIST",8698,16.5,-14.2,12.3,-11,406,29,273,"none",71.5846994535519,12.568306010929,3.82513661202186,12.0218579234973,"Evergreen_Shrub-Dominated"
78,"ABISKO:PEATLAND:AA4:2013","ABISKO:PEATLAND:AA4","ABISKO:PEATLAND","ABISKO","PEATLAND","AA4",2013,2000,2013,5,"pf_all_plot","Point-framing (sum)",0.25,68.358087,18.812886,68,18.5,"68_18.5","Eurasia",18.3871028035374,0.409350597321453,7,2.72317268239402,0.901435189461233,"Arctic","LOW",340,"MOIST",8698,16.5,-14.2,12.3,-11,406,29,273,"none",66.1458333333333,4.16666666666667,4.16666666666667,25.5208333333333,"Evergreen_Shrub-Dominated"
84,"ABISKO:PEATLAND:AA5:2013","ABISKO:PEATLAND:AA5","ABISKO:PEATLAND","ABISKO","PEATLAND","AA5",2013,2000,2013,6,"pf_all_plot","Point-framing (sum)",0.25,68.358087,18.812886,68,18.5,"68_18.5","Eurasia",18.8092518039278,0.346543440671556,10,1.82261198241249,0.782071021150836,"Arctic","LOW",340,"MOIST",8698,16.5,-14.2,12.3,-11,406,29,273,"none",68.9750692520776,20.4986149584488,1.38504155124654,9.14127423822715,"Evergreen_Shrub-Dominated"
86,"ABISKO:lower_forest:ALFc1:2009","ABISKO:lower_forest:ALFc1","ABISKO:lower_forest","ABISKO","lower_forest","ALFc1",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3284,18.8356,68,18.5,"68_18.5","Eurasia",8.41394509413286,0.23033487079887,5,2.21782975301404,0.993032571576238,"Arctic","LOW",523,NA,8681,15.7,-15.1,11.4,-11.9,462,30,303,"none",60.7594936708861,37.9746835443038,1.26582278481013,0,"Evergreen_Shrub-Dominated"
88,"ABISKO:lower_forest:ALFc2:2009","ABISKO:lower_forest:ALFc2","ABISKO:lower_forest","ABISKO","lower_forest","ALFc2",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3284,18.8356,68,18.5,"68_18.5","Eurasia",5.72287329285587,0.688298602669327,4,1.82231703065749,1,"Arctic","LOW",523,NA,8681,15.7,-15.1,11.4,-11.9,462,30,303,"none",75,20,5,0,"Evergreen_Shrub-Dominated"
90,"ABISKO:lower_forest:ALFc3:2009","ABISKO:lower_forest:ALFc3","ABISKO:lower_forest","ABISKO","lower_forest","ALFc3",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3284,18.8356,68,18.5,"68_18.5","Eurasia",13.4850077805128,0.703119286225425,7,2.37046144477745,0.923925706778119,"Arctic","LOW",523,NA,8681,15.7,-15.1,11.4,-11.9,462,30,303,"none",46.7105263157895,36.1842105263158,13.8157894736842,3.28947368421053,"None"
92,"ABISKO:lower_forest:ALFc4:2009","ABISKO:lower_forest:ALFc4","ABISKO:lower_forest","ABISKO","lower_forest","ALFc4",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3284,18.8356,68,18.5,"68_18.5","Eurasia",8.69737497476824,0.646389736614755,5,1.92541704973576,0.945270268895093,"Arctic","LOW",523,NA,8681,15.7,-15.1,11.4,-11.9,462,30,303,"none",75,14.7727272727273,10.2272727272727,0,"Evergreen_Shrub-Dominated"
94,"ABISKO:lower_forest:ALFc5:2009","ABISKO:lower_forest:ALFc5","ABISKO:lower_forest","ABISKO","lower_forest","ALFc5",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3284,18.8356,68,18.5,"68_18.5","Eurasia",5.72287329285587,0.567803115301346,4,1.62430610355962,1,"Arctic","LOW",523,NA,8681,15.7,-15.1,11.4,-11.9,462,30,303,"none",83.0508474576271,15.2542372881356,1.69491525423729,0,"Evergreen_Shrub-Dominated"
95,"ABISKO:lower_tundra:ALTc1:1999","ABISKO:lower_tundra:ALTc1","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc1",1999,1999,1999,1,"pf_all_plot","Point-framing (sum)",1,68.3244,18.8417,68,18.5,"68_18.5","Eurasia",NA,NA,2,0.426623121799762,NA,"Arctic","LOW",545,NA,8679,15.4,-15.3,11.2,-12.1,455,29,295,"none",94.6902654867257,0,5.30973451327434,0,"Evergreen_Shrub-Dominated"
97,"ABISKO:lower_tundra:ALTc2:2009","ABISKO:lower_tundra:ALTc2","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc2",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3244,18.8417,68,18.5,"68_18.5","Eurasia",8.70672532902858,0.483769160147819,6,1.91581146462789,0.952697186764367,"Arctic","LOW",545,NA,8679,15.4,-15.3,11.2,-12.1,455,29,295,"none",59.7222222222222,34.7222222222222,0,5.55555555555556,"Evergreen_Shrub-Dominated"
98,"ABISKO:lower_tundra:ALTc3:2009","ABISKO:lower_tundra:ALTc3","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc3",2009,2009,2009,1,"pf_all_plot","Point-framing (sum)",1,68.3244,18.8417,68,18.5,"68_18.5","Eurasia",NA,0.747501641753812,3,1.40941738711044,NA,"Arctic","LOW",545,NA,8679,15.4,-15.3,11.2,-12.1,455,29,295,"none",95.3846153846154,4.61538461538462,0,0,"Evergreen_Shrub-Dominated"
99,"ABISKO:lower_tundra:ALTc4:2009","ABISKO:lower_tundra:ALTc4","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc4",2009,2009,2009,1,"pf_all_plot","Point-framing (sum)",1,68.3244,18.8417,68,18.5,"68_18.5","Eurasia",NA,NA,2,2.06652858723683,NA,"Arctic","LOW",545,NA,8679,15.4,-15.3,11.2,-12.1,455,29,295,"none",100,0,0,0,"Evergreen_Shrub-Dominated"
101,"ABISKO:lower_tundra:ALTc5:2009","ABISKO:lower_tundra:ALTc5","ABISKO:lower_tundra","ABISKO","lower_tundra","ALTc5",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3244,18.8417,68,18.5,"68_18.5","Eurasia",8.34981661381047,0.592767592763809,5,1.11384551904254,0.944574780270211,"Arctic","LOW",545,NA,8679,15.4,-15.3,11.2,-12.1,455,29,295,"none",89.5833333333333,7.91666666666667,2.5,0,"Evergreen_Shrub-Dominated"
103,"ABISKO:upper_forest:AUFc1:2009","ABISKO:upper_forest:AUFc1","ABISKO:upper_forest","ABISKO","upper_forest","AUFc1",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3145,18.858,68,18.5,"68_18.5","Eurasia",12.7229415201498,0.500736522737536,6,2.30302394970637,0.928887946615841,"Arctic","LOW",600,NA,8671,15.1,-15.6,10.8,-12.4,450,30,288,"none",25.78125,46.875,25.78125,1.5625,"None"
104,"ABISKO:upper_forest:AUFc2:1999","ABISKO:upper_forest:AUFc2","ABISKO:upper_forest","ABISKO","upper_forest","AUFc2",1999,1999,1999,1,"pf_all_plot","Point-framing (sum)",1,68.3145,18.858,68,18.5,"68_18.5","Eurasia",10.0202632553105,0.467556015159171,6,2.63487050871848,0.975739759814178,"Arctic","LOW",600,NA,8671,15.1,-15.6,10.8,-12.4,450,30,288,"none",45.4545454545455,22.7272727272727,10.9090909090909,20.9090909090909,"None"
106,"ABISKO:upper_forest:AUFc3:2009","ABISKO:upper_forest:AUFc3","ABISKO:upper_forest","ABISKO","upper_forest","AUFc3",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3145,18.858,68,18.5,"68_18.5","Eurasia",25.2659901469519,0.384413049596099,11,2.07219881392366,0.80761940308256,"Arctic","LOW",600,NA,8671,15.1,-15.6,10.8,-12.4,450,30,288,"none",35.8208955223881,42.7860696517413,11.9402985074627,9.45273631840796,"None"
108,"ABISKO:upper_forest:AUFc4:2009","ABISKO:upper_forest:AUFc4","ABISKO:upper_forest","ABISKO","upper_forest","AUFc4",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3145,18.858,68,18.5,"68_18.5","Eurasia",24.5562588237554,0.566406566112615,11,1.94918752245622,0.801961358112702,"Arctic","LOW",600,NA,8671,15.1,-15.6,10.8,-12.4,450,30,288,"none",13.5922330097087,54.3689320388349,24.2718446601942,7.76699029126214,"Deciduous_Shrub-Dominated"
110,"ABISKO:upper_forest:AUFc5:2009","ABISKO:upper_forest:AUFc5","ABISKO:upper_forest","ABISKO","upper_forest","AUFc5",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3145,18.858,68,18.5,"68_18.5","Eurasia",28.1490319408777,0.55014796915039,10,1.63798597249095,0.836129637310388,"Arctic","LOW",600,NA,8671,15.1,-15.6,10.8,-12.4,450,30,288,"none",6.97674418604651,47.6744186046512,35.4651162790698,9.88372093023256,"None"
112,"ABISKO:upper_tundra:AUTc2:2009","ABISKO:upper_tundra:AUTc2","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc2",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3133,18.863,68,18.5,"68_18.5","Eurasia",11.6969401659324,0.489835192070666,6,2.08662848760558,0.927629605098751,"Arctic","LOW",616,NA,8670,15,-15.7,10.8,-12.5,450,30,288,"none",66.9565217391304,31.304347826087,1.73913043478261,0,"Evergreen_Shrub-Dominated"
113,"ABISKO:upper_tundra:AUTc3:1999","ABISKO:upper_tundra:AUTc3","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc3",1999,1999,1999,1,"pf_all_plot","Point-framing (sum)",1,68.3133,18.863,68,18.5,"68_18.5","Eurasia",NA,0.837819774643483,3,0.588889488889404,NA,"Arctic","LOW",616,NA,8670,15,-15.7,10.8,-12.5,450,30,288,"none",96.6666666666667,3.33333333333333,0,0,"Evergreen_Shrub-Dominated"
114,"ABISKO:upper_tundra:AUTc4:2009","ABISKO:upper_tundra:AUTc4","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc4",2009,2009,2009,1,"pf_all_plot","Point-framing (sum)",1,68.3133,18.863,68,18.5,"68_18.5","Eurasia",14.4587816306955,0.551475625199752,7,1.72419103731089,0.8835670885078,"Arctic","LOW",616,NA,8670,15,-15.7,10.8,-12.5,450,30,288,"none",86.7052023121387,10.4046242774566,1.15606936416185,1.73410404624277,"Evergreen_Shrub-Dominated"
116,"ABISKO:upper_tundra:AUTc5:2009","ABISKO:upper_tundra:AUTc5","ABISKO:upper_tundra","ABISKO","upper_tundra","AUTc5",2009,1999,2009,2,"pf_all_plot","Point-framing (sum)",1,68.3133,18.863,68,18.5,"68_18.5","Eurasia",14.2394418060353,0.524956622262767,6,1.75740811134205,0.911033514202059,"Arctic","LOW",616,NA,8670,15,-15.7,10.8,-12.5,450,30,288,"none",76.25,13.75,5,5,"Evergreen_Shrub-Dominated"
117,"ADVENT:ADVENT_1:1_ME_CTL_A:2016","ADVENT:ADVENT_1:1_ME_CTL_A","ADVENT:ADVENT_1","ADVENT","ADVENT_1","1_ME_CTL_A",2016,2016,2016,1,"pf_all_plot","Point-framing (sum)",0.0625,78.174119,16.018237,78,16,"78_16","Eurasia",11.5795046807268,0.260870758317481,5,1.49932959197652,0.885414723457248,"Arctic","HIGH",NA,NA,7295,5.8,-17.3,4.4,-14.5,279,22,213,"continuous",0,75.5813953488372,23.8372093023256,0.581395348837209,"Deciduous_Shrub-Dominated"
118,"ADVENT:ADVENT_1:1_ME_CTL_B:2017","ADVENT:ADVENT_1:1_ME_CTL_B","ADVENT:ADVENT_1","ADVENT","ADVENT_1","1_ME_CTL_B",2017,2017,2017,1,"pf_all_plot","Point-framing (sum)",0.0625,78.174119,16.018237,78,16,"78_16","Eurasia",11.5795046807268,0.761033358835856,5,2.02967982802919,0.885414723457248,"Arctic","HIGH",NA,NA,7295,5.8,-17.3,4.4,-14.5,279,22,213,"continuous",0,69.0476190476191,28.5714285714286,2.38095238095238,"Deciduous_Shrub-Dominated"
119,"ADVENT:ADVENT_1:1_MO_CTL_A:2016","ADVENT:ADVENT_1:1_MO_CTL_A","ADVENT:ADVENT_1","ADVENT","ADVENT_1","1_MO_CTL_A",2016,2016,2016,1,"pf_all_plot","Point-framing (sum)",0.0625,78.174119,16.018237,78,16,"78_16","Eurasia",8.03432298549682,0.761642694349283,4,2.34229038320072,1,"Arctic","HIGH",NA,NA,7295,5.8,-17.3,4.4,-14.5,279,22,213,"continuous",0,55,30,15,"Deciduous_Shrub-Dominated"
120,"ADVENT:ADVENT_1:1_MO_CTL_B:2016","ADVENT:ADVENT_1:1_MO_CTL_B","ADVENT:ADVENT_1","ADVENT","ADVENT_1","1_MO_CTL_B",2016,2016,2016,1,"pf_all_plot","Point-framing (sum)",0.0625,78.174119,16.018237,78,16,"78_16","Eurasia",8.03432298549682,0.505024737922992,4,2.3565292330051,1,"Arctic","HIGH",NA,NA,7295,5.8,-17.3,4.4,-14.5,279,22,213,"continuous",0,40,55,5,"Graminoid-Dominated"
122,"ADVENT:ADVENT_1:1_WE_CTL_A:2017","ADVENT:ADVENT_1:1_WE_CTL_A","ADVENT:ADVENT_1","ADVENT","ADVENT_1","1_WE_CTL_A",2017,2016,2017,2,"pf_all_plot","Point-framing (sum)",0.0625,78.174119,16.018237,78,16,"78_16","Eurasia",11.0518725026635,0.691048858945731,5,1.63788748583293,0.94625278990606,"Arctic","HIGH",NA,NA,7295,5.8,-17.3,4.4,-14.5,279,22,213,"continuous",0,17.8571428571429,81.25,0.892857142857143,"Graminoid-Dominated"
124,"ADVENT:ADVENT_1:1_WE_CTL_B:2017","ADVENT:ADVENT_1:1_WE_CTL_B","ADVENT:ADVENT_1","ADVENT","ADVENT_1","1_WE_CTL_B",2017,2016,2017,2,"pf_all_plot","Point-framing (sum)",0.0625,78.174119,16.018237,78,16,"78_16","Eurasia",11.0518725026635,0.602151326438313,5,0.917087422877605,0.94625278990606,"Arctic","HIGH",NA,NA,7295,5.8,-17.3,4.4,-14.5,279,22,213,"continuous",0,0.813008130081301,98.3739837398374,0.813008130081301,"Graminoid-Dominated"
125,"ADVENT:ADVENT_2:2_ME_CTL_A:2016","ADVENT:ADVENT_2:2_ME_CTL_A","ADVENT:ADVENT_2","ADVENT","ADVENT_2","2_ME_CTL_A",2016,2016,2016,1,"pf_all_plot","Point-framing (sum)",0.0625,78.17192,16.021313,78,16,"78_16","Eurasia",17.0448933141767,0.31912109228553,6,1.72680035407472,0.829120991375427,"Arctic","HIGH",NA,NA,7295,5.8,-17.3,4.4,-14.5,279,22,213,"continuous",0,0.581395348837209,81.3953488372093,18.0232558139535,"Graminoid-Dominated"
127,"ADVENT:ADVENT_2:2_ME_CTL_B:2017","ADVENT:ADVENT_2:2_ME_CTL_B","ADVENT:ADVENT_2","ADVENT","ADVENT_2","2_ME_CTL_B",2017,2016,2017,2,"pf_all_plot","Point-framing (sum)",0.0625,78.17192,16.021313,78,16,"78_16","Eurasia",11.5795046807268,0.60956274008571,5,2.16123317694788,0.885414723457248,"Arctic","HIGH",NA,NA,7295,5.8,-17.3,4.4,-14.5,279,22,213,"continuous",0,18,78,4,"Graminoid-Dominated"
